Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
,,1.0,3.0,4.0,6.0,8.0,1.0,4.0,9694.0,2.0,25.0,0.0,0.0,1.0,117.0,32.0,,12.0,1.0,5.0,2.0,9.0,16113.0
,,1.0,3.0,3.0,1.0,8.0,3.0,3.0,5639.0,2.0,56.0,0.0,0.0,0.0,81.0,16.0,,4.0,1.0,5.0,1.0,3.0,5126.0
,,1.0,1.0,2.0,6.0,7.0,0.0,2.0,4048.0,2.0,58.0,0.0,0.0,1.0,189.0,20.0,1996.0,24.0,0.0,5.0,6.0,23.0,31113.0
,,1.0,3.0,4.0,6.0,8.0,1.0,2.0,4988.0,2.0,18.0,0.0,0.0,0.0,115.0,19.0,2019.0,7.0,0.0,3.0,3.0,8.0,8111.0
,,1.0,1.0,4.0,5.0,8.0,0.0,4.0,3850.0,1.0,17.0,0.0,0.0,0.0,171.0,22.0,2015.0,16.0,0.0,3.0,1.0,24.0,20145.0
,,1.0,2.0,4.0,3.0,3.0,0.0,5.0,4163.0,2.0,61.0,0.0,0.0,0.0,107.0,18.0,2020.0,5.0,0.0,3.0,1.0,19.0,6120.0
,,1.0,3.0,2.0,1.0,3.0,0.0,3.0,4508.0,2.0,46.0,0.0,0.0,0.0,60.0,17.0,2017.0,20.0,0.0,1.0,1.0,3.0,28070.0
,,1.0,2.0,4.0,4.0,5.0,0.0,2.0,5734.0,1.0,55.0,0.0,0.0,0.0,200.0,28.0,2001.0,16.0,1.0,5.0,3.0,26.0,21102.0
,,1.0,2.0,3.0,2.0,0.0,0.0,3.0,6165.0,2.0,48.0,0.0,0.0,0.0,168.0,19.0,,37.0,0.0,1.0,6.0,1.0,50099.0
,,1.0,1.0,4.0,6.0,0.0,5.0,2.0,3863.0,1.0,48.0,0.0,0.0,1.0,69.0,31.0,,20.0,0.0,2.0,5.0,6.0,25126.0
,,2.0,3.0,3.0,6.0,6.0,1.0,3.0,4293.0,1.0,70.0,1.0,0.0,1.0,141.0,25.0,,21.0,1.0,2.0,2.0,15.0,28114.0
,,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2933.0,2.0,60.0,0.0,0.0,0.0,190.0,26.0,2001.0,26.0,0.0,5.0,6.0,12.0,34070.0
,,1.0,3.0,2.0,6.0,3.0,0.0,4.0,5317.0,1.0,47.0,0.0,0.0,1.0,129.0,,2019.0,6.0,1.0,5.0,6.0,9.0,8149.0
,,1.0,1.0,4.0,5.0,0.0,0.0,3.0,4609.0,1.0,62.0,1.0,0.0,1.0,179.0,33.0,,15.0,0.0,1.0,6.0,10.0,21064.0
,,1.0,2.0,2.0,4.0,0.0,0.0,4.0,4962.0,1.0,54.0,0.0,0.0,0.0,124.0,39.0,,25.0,0.0,1.0,4.0,26.0,32137.0
,,1.0,2.0,3.0,3.0,0.0,0.0,4.0,3875.0,1.0,64.0,0.0,0.0,0.0,70.0,26.0,,13.0,0.0,5.0,2.0,19.0,17108.0
,,1.0,1.0,4.0,5.0,2.0,1.0,2.0,5125.0,1.0,18.0,0.0,0.0,1.0,111.0,27.0,,8.0,0.0,5.0,4.0,14.0,10093.0
,,1.0,2.0,3.0,4.0,6.0,4.0,2.0,6423.0,1.0,52.0,0.0,0.0,1.0,228.0,27.0,2004.0,29.0,1.0,3.0,6.0,20.0,35101.0
,,1.0,2.0,3.0,3.0,5.0,1.0,3.0,4134.0,1.0,44.0,0.0,0.0,0.0,236.0,26.0,,26.0,0.0,3.0,3.0,19.0,30116.0
,,1.0,1.0,2.0,6.0,7.0,0.0,3.0,4842.0,2.0,33.0,0.0,0.0,0.0,152.0,23.0,2001.0,33.0,1.0,4.0,3.0,29.0,40101.0
,,1.0,1.0,4.0,5.0,1.0,0.0,5.0,7375.0,1.0,66.0,0.0,0.0,1.0,85.0,47.0,,19.0,1.0,3.0,2.0,24.0,23086.0
,,1.0,2.0,3.0,4.0,4.0,0.0,2.0,5480.0,1.0,28.0,1.0,1.0,1.0,138.0,,2016.0,5.0,1.0,4.0,2.0,11.0,6095.0
,,1.0,1.0,2.0,5.0,3.0,2.0,2.0,5245.0,2.0,51.0,0.0,0.0,0.0,141.0,24.0,,24.0,1.0,4.0,6.0,14.0,29129.0
,,2.0,3.0,2.0,6.0,3.0,3.0,3.0,5132.0,2.0,58.0,0.0,0.0,0.0,102.0,22.0,,11.0,0.0,1.0,2.0,13.0,15141.0
,,1.0,1.0,2.0,5.0,5.0,0.0,3.0,4290.0,1.0,30.0,0.0,0.0,0.0,116.0,23.0,2002.0,22.0,0.0,1.0,6.0,25.0,29148.0
,,1.0,1.0,2.0,6.0,5.0,0.0,2.0,3542.0,2.0,53.0,0.0,0.0,1.0,184.0,33.0,2012.0,9.0,0.0,5.0,6.0,23.0,11077.0
,,1.0,3.0,3.0,1.0,4.0,0.0,2.0,4894.0,1.0,56.0,0.0,0.0,0.0,145.0,37.0,2015.0,13.0,0.0,5.0,6.0,16.0,17107.0
,,1.0,2.0,4.0,4.0,6.0,1.0,4.0,4376.0,1.0,49.0,0.0,0.0,1.0,110.0,29.0,2010.0,18.0,1.0,5.0,6.0,26.0,23073.0
,,1.0,3.0,3.0,6.0,0.0,0.0,3.0,3572.0,2.0,41.0,0.0,0.0,1.0,240.0,29.0,,8.0,0.0,5.0,2.0,2.0,10099.0
,,1.0,1.0,2.0,6.0,0.0,0.0,4.0,4565.0,2.0,51.0,0.0,0.0,0.0,124.0,17.0,,13.0,0.0,4.0,6.0,6.0,16111.0
,,1.0,2.0,2.0,2.0,0.0,0.0,5.0,6130.0,2.0,18.0,1.0,0.0,1.0,195.0,,,19.0,0.0,4.0,3.0,12.0,24149.0
,,1.0,2.0,3.0,2.0,8.0,0.0,2.0,4240.0,1.0,23.0,0.0,0.0,1.0,169.0,22.0,2013.0,21.0,0.0,5.0,6.0,12.0,29112.0
,,1.0,2.0,4.0,3.0,1.0,1.0,4.0,5030.0,1.0,25.0,0.0,0.0,1.0,86.0,34.0,,17.0,0.0,5.0,5.0,19.0,21081.0
,,1.0,3.0,2.0,1.0,8.0,3.0,4.0,5485.0,2.0,29.0,0.0,0.0,1.0,229.0,36.0,,25.0,1.0,5.0,4.0,21.0,32078.0
,,1.0,1.0,4.0,6.0,4.0,3.0,4.0,4206.0,2.0,33.0,0.0,0.0,1.0,121.0,24.0,2018.0,5.0,1.0,4.0,1.0,23.0,6069.0
,,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4650.0,1.0,44.0,0.0,0.0,1.0,220.0,49.0,,30.0,1.0,5.0,6.0,21.0,39077.0
,,1.0,1.0,4.0,6.0,7.0,0.0,3.0,6131.0,1.0,42.0,0.0,0.0,0.0,97.0,27.0,2014.0,21.0,1.0,3.0,2.0,6.0,27128.0
,,1.0,2.0,2.0,4.0,4.0,0.0,2.0,6256.0,2.0,63.0,0.0,0.0,1.0,101.0,37.0,2014.0,9.0,0.0,1.0,3.0,26.0,12098.0
,,1.0,1.0,2.0,5.0,3.0,1.0,2.0,6299.0,2.0,27.0,0.0,0.0,1.0,173.0,36.0,2005.0,34.0,0.0,4.0,6.0,17.0,40139.0
,,1.0,1.0,4.0,6.0,4.0,0.0,2.0,4885.0,1.0,51.0,0.0,0.0,0.0,252.0,29.0,2017.0,10.0,1.0,2.0,6.0,23.0,15081.0
,,1.0,2.0,3.0,2.0,4.0,0.0,4.0,5489.0,2.0,64.0,0.0,0.0,1.0,76.0,25.0,2011.0,19.0,1.0,2.0,5.0,32.0,27124.0
,,1.0,1.0,4.0,5.0,0.0,0.0,4.0,4574.0,2.0,37.0,1.0,1.0,1.0,175.0,32.0,,32.0,0.0,4.0,4.0,14.0,39111.0
,,1.0,1.0,4.0,5.0,7.0,0.0,3.0,4595.0,2.0,64.0,0.0,0.0,0.0,71.0,33.0,2003.0,22.0,0.0,5.0,5.0,14.0,29121.0
,,1.0,3.0,4.0,1.0,0.0,2.0,2.0,4976.0,1.0,43.0,0.0,0.0,1.0,197.0,32.0,,23.0,0.0,4.0,2.0,30.0,27116.0
,,1.0,1.0,2.0,6.0,7.0,2.0,4.0,3698.0,2.0,16.0,0.0,0.0,1.0,237.0,31.0,,11.0,0.0,3.0,4.0,28.0,12100.0
,,1.0,1.0,2.0,5.0,4.0,2.0,4.0,3742.0,2.0,49.0,0.0,0.0,0.0,163.0,17.0,,21.0,1.0,2.0,6.0,10.0,28088.0
,,1.0,1.0,2.0,5.0,4.0,0.0,2.0,5168.0,1.0,17.0,0.0,0.0,1.0,131.0,45.0,1996.0,34.0,0.0,1.0,5.0,24.0,46072.0
,,1.0,3.0,2.0,6.0,3.0,0.0,3.0,7732.0,2.0,45.0,0.0,0.0,0.0,174.0,16.0,2010.0,16.0,0.0,4.0,3.0,13.0,19126.0
,,1.0,1.0,2.0,6.0,1.0,0.0,3.0,4472.0,2.0,25.0,0.0,0.0,1.0,215.0,28.0,,25.0,0.0,4.0,6.0,6.0,31080.0
,,1.0,1.0,2.0,5.0,8.0,0.0,4.0,4805.0,1.0,47.0,0.0,0.0,1.0,214.0,33.0,2001.0,15.0,0.0,5.0,5.0,17.0,19119.0
,,1.0,2.0,4.0,4.0,7.0,0.0,4.0,5188.0,2.0,26.0,0.0,0.0,1.0,217.0,25.0,2009.0,20.0,1.0,3.0,6.0,11.0,23114.0
,,1.0,1.0,2.0,5.0,2.0,0.0,4.0,4185.0,2.0,34.0,1.0,0.0,1.0,154.0,33.0,,9.0,0.0,4.0,2.0,14.0,11113.0
,,1.0,1.0,2.0,6.0,0.0,0.0,4.0,3848.0,1.0,58.0,0.0,0.0,0.0,136.0,28.0,,23.0,0.0,4.0,6.0,23.0,26114.0
,,1.0,1.0,3.0,5.0,3.0,1.0,3.0,6821.0,1.0,57.0,0.0,0.0,1.0,159.0,25.0,2016.0,9.0,1.0,5.0,3.0,25.0,12085.0
,,1.0,1.0,2.0,6.0,6.0,3.0,4.0,7567.0,2.0,24.0,0.0,0.0,1.0,135.0,20.0,,12.0,0.0,3.0,2.0,23.0,13113.0
,,1.0,1.0,4.0,5.0,2.0,1.0,4.0,4996.0,2.0,41.0,0.0,0.0,0.0,226.0,24.0,,28.0,0.0,3.0,6.0,10.0,33103.0
,,1.0,2.0,2.0,4.0,3.0,0.0,2.0,6497.0,2.0,51.0,0.0,0.0,1.0,62.0,30.0,2020.0,4.0,0.0,4.0,2.0,26.0,4151.0
,,1.0,1.0,4.0,6.0,6.0,0.0,2.0,4880.0,2.0,38.0,0.0,0.0,0.0,206.0,36.0,2000.0,27.0,0.0,1.0,5.0,23.0,36125.0
,,1.0,1.0,2.0,6.0,1.0,0.0,4.0,4322.0,1.0,32.0,0.0,0.0,0.0,132.0,27.0,,20.0,0.0,2.0,2.0,6.0,26124.0
,,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4554.0,2.0,41.0,0.0,0.0,0.0,212.0,24.0,1996.0,28.0,0.0,5.0,4.0,26.0,36094.0
,,1.0,2.0,3.0,3.0,6.0,0.0,3.0,6176.0,2.0,65.0,0.0,0.0,0.0,227.0,18.0,2005.0,26.0,1.0,3.0,2.0,19.0,34127.0
,,1.0,2.0,2.0,3.0,5.0,2.0,2.0,5546.0,1.0,24.0,1.0,0.0,1.0,179.0,35.0,,5.0,1.0,2.0,6.0,27.0,7145.0
,,1.0,2.0,4.0,4.0,5.0,0.0,4.0,5152.0,1.0,43.0,0.0,0.0,1.0,198.0,24.0,2008.0,19.0,1.0,5.0,6.0,26.0,26097.0
,,1.0,2.0,2.0,4.0,7.0,0.0,2.0,5100.0,2.0,15.0,0.0,0.0,1.0,243.0,33.0,2002.0,24.0,1.0,2.0,2.0,26.0,31127.0
,,1.0,3.0,2.0,6.0,7.0,0.0,5.0,3391.0,1.0,18.0,0.0,0.0,0.0,245.0,28.0,2020.0,5.0,0.0,4.0,2.0,13.0,6092.0
,,1.0,1.0,2.0,6.0,3.0,1.0,3.0,5942.0,2.0,20.0,0.0,0.0,0.0,79.0,31.0,2010.0,19.0,1.0,1.0,2.0,28.0,25099.0
,,1.0,2.0,2.0,2.0,1.0,0.0,3.0,4555.0,2.0,39.0,0.0,0.0,0.0,84.0,28.0,,19.0,0.0,2.0,4.0,12.0,24110.0
,,2.0,1.0,2.0,5.0,1.0,2.0,2.0,6133.0,1.0,29.0,0.0,0.0,1.0,125.0,24.0,,19.0,0.0,4.0,2.0,14.0,22099.0
,,1.0,3.0,3.0,6.0,0.0,0.0,2.0,5574.0,2.0,61.0,0.0,0.0,0.0,269.0,17.0,,32.0,0.0,4.0,2.0,2.0,39072.0
,,1.0,3.0,3.0,6.0,3.0,0.0,2.0,4900.0,1.0,59.0,1.0,1.0,0.0,265.0,37.0,2014.0,11.0,1.0,2.0,5.0,9.0,15103.0
,,1.0,2.0,4.0,4.0,7.0,3.0,4.0,6147.0,2.0,59.0,0.0,0.0,0.0,155.0,15.0,1996.0,25.0,0.0,5.0,4.0,11.0,32111.0
,,1.0,2.0,2.0,3.0,3.0,0.0,4.0,4237.0,2.0,17.0,0.0,0.0,1.0,254.0,54.0,2009.0,23.0,1.0,2.0,4.0,27.0,32110.0
,,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3673.0,1.0,33.0,0.0,0.0,1.0,237.0,30.0,,4.0,0.0,3.0,1.0,25.0,5138.0
,,1.0,3.0,2.0,1.0,7.0,0.0,5.0,5969.0,1.0,61.0,0.0,0.0,1.0,242.0,55.0,2018.0,9.0,1.0,4.0,6.0,3.0,11068.0
,,1.0,1.0,4.0,6.0,4.0,3.0,4.0,3912.0,2.0,31.0,0.0,0.0,1.0,182.0,42.0,2017.0,6.0,0.0,1.0,5.0,6.0,8124.0
,,1.0,3.0,4.0,1.0,8.0,0.0,4.0,5704.0,2.0,49.0,0.0,0.0,1.0,220.0,26.0,1997.0,31.0,0.0,3.0,2.0,30.0,37101.0
,,1.0,1.0,3.0,6.0,3.0,2.0,3.0,4365.0,1.0,34.0,0.0,0.0,0.0,226.0,27.0,,11.0,0.0,3.0,4.0,23.0,13114.0
,,2.0,3.0,3.0,6.0,0.0,0.0,2.0,5786.0,1.0,20.0,0.0,0.0,1.0,185.0,29.0,,25.0,0.0,5.0,2.0,15.0,32057.0
,,1.0,1.0,2.0,6.0,2.0,0.0,2.0,3590.0,1.0,59.0,0.0,0.0,1.0,120.0,26.0,,30.0,0.0,1.0,2.0,6.0,40129.0
,,1.0,1.0,2.0,6.0,1.0,3.0,2.0,5620.0,1.0,36.0,0.0,0.0,1.0,57.0,30.0,,5.0,0.0,1.0,6.0,6.0,7084.0
,,1.0,2.0,4.0,3.0,0.0,0.0,3.0,4745.0,2.0,24.0,0.0,0.0,1.0,118.0,31.0,,20.0,0.0,1.0,6.0,19.0,28145.0
,,1.0,2.0,4.0,3.0,5.0,0.0,2.0,4411.0,1.0,17.0,0.0,0.0,1.0,250.0,35.0,2014.0,18.0,1.0,5.0,5.0,27.0,25074.0
,,1.0,3.0,2.0,1.0,5.0,0.0,2.0,6643.0,2.0,40.0,0.0,0.0,0.0,169.0,38.0,,5.0,1.0,2.0,6.0,16.0,7057.0
,,1.0,2.0,3.0,2.0,3.0,1.0,3.0,5380.0,1.0,31.0,1.0,0.0,1.0,243.0,33.0,2007.0,23.0,0.0,1.0,3.0,32.0,30068.0
,,1.0,3.0,4.0,6.0,2.0,0.0,3.0,5855.0,2.0,41.0,0.0,0.0,1.0,118.0,33.0,,0.0,0.0,6.0,0.0,15.0,3130.0
,,1.0,3.0,2.0,1.0,8.0,0.0,2.0,6411.0,2.0,44.0,0.0,0.0,1.0,266.0,29.0,2007.0,33.0,0.0,3.0,3.0,3.0,41092.0
,,1.0,1.0,4.0,6.0,5.0,0.0,4.0,3777.0,2.0,21.0,0.0,0.0,0.0,124.0,17.0,2006.0,16.0,0.0,1.0,6.0,6.0,21087.0
,,1.0,2.0,4.0,3.0,7.0,1.0,6.0,3567.0,2.0,44.0,0.0,0.0,0.0,184.0,19.0,2000.0,29.0,1.0,3.0,2.0,19.0,35062.0
,,1.0,1.0,3.0,5.0,3.0,0.0,2.0,4116.0,1.0,42.0,0.0,0.0,1.0,210.0,29.0,2015.0,12.0,1.0,3.0,6.0,10.0,14102.0
,,2.0,3.0,2.0,1.0,7.0,2.0,2.0,3138.0,1.0,34.0,0.0,0.0,1.0,137.0,31.0,,15.0,0.0,1.0,5.0,16.0,19104.0
,,1.0,1.0,4.0,5.0,3.0,0.0,2.0,4788.0,2.0,56.0,0.0,0.0,1.0,183.0,34.0,2016.0,9.0,1.0,3.0,1.0,14.0,11101.0
,,1.0,2.0,4.0,4.0,7.0,0.0,2.0,6470.0,1.0,18.0,0.0,0.0,1.0,105.0,27.0,2001.0,34.0,1.0,2.0,6.0,26.0,48086.0
,,1.0,3.0,2.0,6.0,0.0,0.0,4.0,5118.0,1.0,54.0,0.0,0.0,1.0,56.0,25.0,,27.0,0.0,1.0,4.0,13.0,36108.0
,,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3680.0,2.0,31.0,0.0,0.0,0.0,81.0,15.0,,30.0,0.0,1.0,6.0,21.0,39085.0
,,1.0,1.0,4.0,5.0,5.0,1.0,4.0,4569.0,1.0,60.0,0.0,0.0,1.0,128.0,37.0,2006.0,32.0,1.0,2.0,3.0,24.0,42088.0
,,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5141.0,2.0,27.0,0.0,1.0,1.0,202.0,25.0,,15.0,0.0,5.0,2.0,24.0,19133.0
,,1.0,3.0,2.0,1.0,4.0,0.0,3.0,4350.0,2.0,55.0,0.0,0.0,0.0,227.0,17.0,2004.0,24.0,0.0,3.0,3.0,30.0,30092.0
,,1.0,2.0,2.0,2.0,3.0,0.0,3.0,7112.0,2.0,32.0,0.0,0.0,1.0,119.0,34.0,2021.0,0.0,0.0,6.0,0.0,1.0,12060.0
,,1.0,1.0,4.0,6.0,0.0,0.0,2.0,6387.0,1.0,67.0,0.0,0.0,1.0,170.0,26.0,,5.0,0.0,5.0,1.0,23.0,6074.0
,,1.0,1.0,4.0,5.0,0.0,0.0,4.0,6320.0,2.0,47.0,0.0,0.0,1.0,131.0,27.0,,4.0,0.0,3.0,2.0,10.0,5062.0
,,1.0,2.0,2.0,4.0,4.0,0.0,3.0,4169.0,2.0,55.0,0.0,0.0,1.0,162.0,27.0,2020.0,5.0,1.0,3.0,1.0,26.0,7131.0
,,1.0,3.0,4.0,6.0,2.0,1.0,3.0,6976.0,1.0,43.0,0.0,0.0,0.0,198.0,27.0,,25.0,0.0,2.0,5.0,15.0,33099.0
,,1.0,2.0,4.0,4.0,5.0,0.0,4.0,3397.0,2.0,26.0,0.0,0.0,1.0,176.0,35.0,2019.0,5.0,0.0,3.0,2.0,11.0,6078.0
,,1.0,3.0,4.0,1.0,8.0,0.0,5.0,7757.0,2.0,65.0,0.0,0.0,0.0,162.0,19.0,2002.0,22.0,0.0,4.0,6.0,30.0,26149.0
,,1.0,1.0,3.0,5.0,1.0,0.0,3.0,5485.0,2.0,23.0,0.0,0.0,1.0,222.0,33.0,,11.0,0.0,2.0,5.0,14.0,16109.0
,,1.0,2.0,2.0,2.0,6.0,0.0,2.0,5459.0,1.0,67.0,0.0,0.0,1.0,194.0,,1999.0,25.0,0.0,3.0,5.0,22.0,29090.0
,,1.0,1.0,3.0,5.0,3.0,2.0,2.0,4085.0,2.0,23.0,0.0,0.0,0.0,196.0,34.0,,14.0,0.0,4.0,5.0,10.0,16126.0
,,1.0,3.0,3.0,1.0,7.0,3.0,3.0,5078.0,2.0,40.0,0.0,0.0,0.0,61.0,42.0,,4.0,0.0,1.0,6.0,21.0,5104.0
,,1.0,2.0,4.0,4.0,2.0,1.0,5.0,3411.0,2.0,22.0,0.0,1.0,1.0,220.0,26.0,,14.0,0.0,5.0,2.0,11.0,18112.0
,,1.0,2.0,2.0,4.0,1.0,0.0,5.0,7417.0,2.0,43.0,0.0,1.0,0.0,250.0,26.0,,13.0,0.0,3.0,5.0,26.0,16087.0
,,1.0,3.0,4.0,1.0,0.0,0.0,6.0,5530.0,1.0,68.0,0.0,0.0,1.0,135.0,24.0,,25.0,0.0,1.0,2.0,30.0,32147.0
,,1.0,1.0,4.0,6.0,3.0,0.0,5.0,5905.0,2.0,27.0,0.0,0.0,0.0,113.0,16.0,2022.0,5.0,0.0,3.0,3.0,6.0,6104.0
,,1.0,2.0,2.0,4.0,1.0,1.0,3.0,6244.0,2.0,67.0,0.0,0.0,1.0,180.0,24.0,,9.0,1.0,2.0,1.0,26.0,12081.0
,,1.0,2.0,3.0,3.0,0.0,0.0,3.0,4521.0,2.0,55.0,0.0,0.0,1.0,227.0,23.0,,14.0,0.0,4.0,2.0,27.0,16063.0
,,1.0,2.0,2.0,2.0,2.0,0.0,3.0,5003.0,1.0,53.0,0.0,0.0,1.0,93.0,27.0,,19.0,0.0,4.0,5.0,18.0,22070.0
,,1.0,1.0,2.0,5.0,8.0,1.0,4.0,4593.0,1.0,42.0,0.0,0.0,0.0,204.0,30.0,,5.0,1.0,2.0,1.0,5.0,7088.0
,,1.0,2.0,3.0,2.0,6.0,0.0,3.0,4525.0,2.0,49.0,0.0,0.0,1.0,210.0,40.0,2008.0,19.0,0.0,4.0,6.0,32.0,22137.0
,,1.0,2.0,2.0,3.0,8.0,0.0,2.0,4319.0,2.0,58.0,1.0,1.0,1.0,116.0,37.0,2010.0,18.0,1.0,2.0,4.0,27.0,23095.0
,,1.0,2.0,2.0,3.0,2.0,0.0,4.0,3965.0,1.0,63.0,1.0,1.0,1.0,134.0,27.0,,17.0,0.0,1.0,4.0,19.0,22151.0
,,1.0,1.0,4.0,5.0,3.0,1.0,2.0,6276.0,1.0,69.0,0.0,0.0,0.0,197.0,24.0,,15.0,0.0,3.0,6.0,14.0,17067.0
,,1.0,2.0,4.0,3.0,1.0,2.0,4.0,4704.0,1.0,35.0,0.0,0.0,1.0,223.0,35.0,,4.0,0.0,3.0,2.0,19.0,5139.0
,,1.0,1.0,2.0,6.0,0.0,0.0,4.0,4101.0,1.0,17.0,0.0,0.0,1.0,267.0,24.0,,17.0,0.0,4.0,5.0,28.0,21143.0
,,1.0,2.0,4.0,4.0,0.0,0.0,5.0,4933.0,2.0,36.0,0.0,0.0,1.0,114.0,25.0,,20.0,0.0,5.0,2.0,26.0,26132.0
,,1.0,2.0,2.0,2.0,4.0,1.0,2.0,5126.0,1.0,23.0,0.0,0.0,1.0,256.0,,2006.0,23.0,1.0,3.0,6.0,18.0,27072.0
,,2.0,1.0,2.0,6.0,1.0,0.0,2.0,5189.0,1.0,42.0,0.0,0.0,1.0,161.0,33.0,,18.0,0.0,2.0,3.0,28.0,23128.0
,,1.0,1.0,3.0,5.0,1.0,0.0,3.0,4475.0,2.0,19.0,0.0,0.0,1.0,60.0,28.0,,22.0,0.0,4.0,2.0,14.0,27122.0
,,1.0,1.0,2.0,6.0,4.0,0.0,4.0,4627.0,2.0,69.0,0.0,0.0,1.0,186.0,36.0,2005.0,30.0,0.0,4.0,2.0,28.0,38063.0
,,1.0,1.0,4.0,6.0,7.0,0.0,4.0,4462.0,2.0,25.0,0.0,0.0,1.0,71.0,29.0,2007.0,22.0,1.0,4.0,5.0,23.0,29112.0
,,1.0,3.0,3.0,6.0,6.0,0.0,3.0,3137.0,1.0,35.0,0.0,0.0,1.0,59.0,23.0,2015.0,9.0,0.0,3.0,1.0,2.0,11079.0
,,1.0,1.0,4.0,5.0,0.0,1.0,3.0,4791.0,1.0,66.0,0.0,0.0,1.0,63.0,28.0,,25.0,0.0,2.0,4.0,14.0,33097.0
,,1.0,2.0,4.0,4.0,6.0,0.0,4.0,3992.0,1.0,69.0,0.0,0.0,1.0,250.0,31.0,2014.0,12.0,0.0,4.0,2.0,26.0,15083.0
,,1.0,1.0,4.0,5.0,5.0,1.0,2.0,5381.0,2.0,68.0,0.0,1.0,1.0,261.0,31.0,2017.0,6.0,1.0,3.0,6.0,14.0,7122.0
,,1.0,2.0,2.0,3.0,1.0,0.0,3.0,4526.0,1.0,60.0,0.0,0.0,1.0,65.0,41.0,,9.0,0.0,5.0,4.0,19.0,12123.0
,,1.0,3.0,2.0,1.0,7.0,1.0,4.0,3343.0,2.0,55.0,0.0,0.0,0.0,105.0,19.0,2018.0,8.0,0.0,5.0,5.0,30.0,11140.0
,,1.0,2.0,4.0,2.0,6.0,0.0,4.0,4291.0,1.0,21.0,0.0,0.0,0.0,235.0,23.0,2000.0,25.0,1.0,5.0,3.0,12.0,33114.0
,,1.0,2.0,4.0,4.0,2.0,0.0,3.0,4303.0,2.0,57.0,0.0,0.0,0.0,93.0,18.0,,16.0,0.0,5.0,4.0,11.0,20141.0
,,1.0,1.0,4.0,6.0,3.0,1.0,5.0,4211.0,2.0,16.0,0.0,0.0,0.0,181.0,22.0,,0.0,0.0,6.0,0.0,23.0,3105.0
,,1.0,1.0,2.0,6.0,0.0,0.0,2.0,4176.0,1.0,39.0,0.0,0.0,1.0,141.0,40.0,,20.0,0.0,3.0,2.0,28.0,24088.0
,,1.0,1.0,2.0,5.0,1.0,0.0,3.0,5734.0,1.0,59.0,0.0,0.0,1.0,160.0,34.0,,12.0,0.0,2.0,5.0,14.0,17066.0
,,1.0,2.0,3.0,3.0,6.0,0.0,2.0,4986.0,2.0,55.0,0.0,0.0,1.0,205.0,19.0,2011.0,16.0,1.0,2.0,4.0,19.0,23102.0
,,1.0,3.0,3.0,1.0,3.0,1.0,2.0,4418.0,2.0,31.0,0.0,0.0,0.0,181.0,18.0,2019.0,7.0,0.0,1.0,3.0,3.0,9075.0
,,1.0,2.0,3.0,4.0,8.0,0.0,2.0,3403.0,1.0,17.0,0.0,0.0,1.0,187.0,24.0,2016.0,20.0,0.0,1.0,4.0,26.0,28124.0
,,1.0,2.0,3.0,3.0,7.0,1.0,2.0,5700.0,1.0,60.0,0.0,0.0,1.0,105.0,26.0,1997.0,27.0,0.0,5.0,4.0,27.0,35123.0
,,1.0,2.0,2.0,3.0,4.0,0.0,2.0,5747.0,2.0,37.0,0.0,1.0,1.0,56.0,34.0,2014.0,9.0,0.0,5.0,6.0,19.0,12150.0
,,1.0,1.0,4.0,6.0,3.0,0.0,4.0,3448.0,2.0,29.0,0.0,0.0,1.0,75.0,26.0,2017.0,19.0,0.0,1.0,4.0,6.0,27112.0
,,2.0,1.0,2.0,6.0,4.0,0.0,4.0,5393.0,1.0,41.0,1.0,0.0,0.0,225.0,,2002.0,21.0,0.0,4.0,2.0,6.0,25095.0
,,1.0,3.0,4.0,6.0,6.0,1.0,2.0,5667.0,1.0,58.0,0.0,0.0,1.0,96.0,28.0,,25.0,0.0,1.0,4.0,9.0,32063.0
,,1.0,3.0,3.0,1.0,3.0,0.0,2.0,5912.0,2.0,31.0,0.0,0.0,1.0,244.0,36.0,2002.0,24.0,1.0,4.0,2.0,21.0,28127.0
,,2.0,3.0,2.0,1.0,8.0,2.0,6.0,3500.0,1.0,43.0,0.0,0.0,1.0,241.0,34.0,,12.0,0.0,1.0,5.0,3.0,15088.0
,,1.0,2.0,2.0,2.0,3.0,0.0,4.0,5022.0,1.0,51.0,0.0,0.0,1.0,239.0,35.0,2002.0,25.0,1.0,3.0,6.0,1.0,30121.0
,,1.0,2.0,3.0,2.0,1.0,0.0,2.0,4601.0,1.0,68.0,0.0,0.0,0.0,123.0,30.0,,21.0,0.0,2.0,4.0,32.0,28098.0
